Id,SalePrice
1653,97840.25
1654,144122.56
1655,150395.34
1656,143607.78
1657,145976.94
1658,141520.7
1659,128943.43
1660,149245.75
1661,461666.1
1662,408681.78
1663,353224.97
1664,479514.03
1665,280327.47
1666,312795.66
1667,356366.7
1668,314951.5
1669,277873.16
1670,328337.75
1671,268727.38
1672,507859.25
1673,298669.78
1674,237575.62
1675,199765.53
1676,199759.0
1677,220962.47
1678,531930.56
1679,398168.6
1680,332238.44
1681,235860.61
1682,294535.3
1683,176902.44
1684,171084.11
1685,169159.81
1686,168098.75
1687,165627.34
1688,197196.6
1689,183551.1
1690,189912.6
1691,179820.52
1692,257911.22
1693,170266.97
1694,184375.9
1695,168556.08
1696,285885.8
1697,174160.4
1698,374031.12
1699,343706.47
1700,244427.38
1701,263824.88
1702,255794.52
1703,242650.03
1704,293924.7
1705,222640.56
1706,520078.7
1707,208057.97
1708,201258.23
1709,261095.77
1710,226834.02
1711,253512.9
1712,268215.62
1713,273057.66
1714,225167.4
1715,209504.97
1716,179189.61
1717,169988.9
1718,136848.77
1719,206405.64
1720,229661.2
1721,161354.98
1722,134566.44
1723,161515.0
1724,210805.9
1725,236667.05
1726,188361.73
1727,157314.78
1728,180647.33
1729,166391.28
1730,170551.78
1731,123120.734
1732,135825.61
1733,126133.77
1734,127284.89
1735,132175.8
1736,119979.67
1737,361775.75
1738,218412.67
1739,307215.75
1740,253141.12
1741,186675.88
1742,174197.45
1743,176360.28
1744,308667.88
1745,232273.25
1746,216962.98
1747,220357.6
1748,253914.27
1749,164279.31
1750,147820.22
1751,235540.39
1752,117477.88
1753,146988.27
1754,199186.58
1755,169866.5
1756,130898.05
1757,118509.26
1758,145126.8
1759,161630.45
1760,165338.2
1761,159400.53
1762,187301.0
1763,168973.97
1764,115233.89
1765,179392.5
1766,182134.25
1767,231673.69
1768,146531.78
1769,175834.2
1770,148848.88
1771,130655.85
1772,136656.3
1773,126944.43
1774,141634.06
1775,141930.84
1776,125790.31
1777,111928.016
1778,142224.48
1779,122400.89
1780,177926.19
1781,127659.85
1782,87160.41
1783,142576.47
1784,110003.805
1785,122363.94
1786,164985.62
1787,175356.22
1788,54772.152
1789,104893.695
1790,83262.49
1791,197746.28
1792,159037.34
1793,136656.16
1794,153345.66
1795,135697.69
1796,131303.8
1797,132973.56
1798,123395.48
1799,111814.3
1800,139077.48
1801,131830.8
1802,144175.8
1803,147234.56
1804,143865.69
1805,139786.03
1806,125228.66
1807,135365.9
1808,129216.734
1809,130042.36
1810,134672.88
1811,99391.23
1812,102645.52
1813,121802.32
1814,95288.91
1815,56004.195
1816,103374.22
1817,112478.484
1818,159786.25
1819,120196.5
1820,63021.055
1821,105417.36
1822,156079.61
1823,52899.848
1824,142459.19
1825,135216.95
1826,99547.7
1827,109116.125
1828,144379.61
1829,128826.28
1830,152337.1
1831,161934.44
1832,79450.83
1833,147182.95
1834,130338.96
1835,144298.23
1836,134545.9
1837,88790.26
1838,131482.16
1839,84465.13
1840,148519.28
1841,145738.12
1842,93673.195
1843,143197.5
1844,139568.0
1845,147671.95
1846,155003.78
1847,157732.11
1848,53688.332
1849,127236.33
1850,118046.46
1851,154795.6
1852,125798.07
1853,131988.38
1854,173516.81
1855,141168.66
1856,215286.34
1857,165866.3
1858,133295.0
1859,120086.8
1860,152323.3
1861,119472.29
1862,335191.62
1863,325247.8
1864,326075.56
1865,330131.97
1866,299820.72
1867,222074.34
1868,300051.38
1869,196456.48
1870,221713.86
1871,231030.44
1872,173161.72
1873,256295.66
1874,150224.77
1875,216572.08
1876,204998.62
1877,219170.23
1878,206741.34
1879,136855.88
1880,135281.33
1881,251766.38
1882,251266.08
1883,186911.58
1884,200070.27
1885,244767.44
1886,274799.1
1887,214717.03
1888,278286.94
1889,165823.52
1890,127152.64
1891,130831.125
1892,105057.14
1893,137043.28
1894,126122.34
1895,133639.44
1896,129455.17
1897,126687.89
1898,111268.41
1899,161249.97
1900,160071.66
1901,179189.19
1902,164405.02
1903,220021.03
1904,151669.52
1905,211986.84
1906,172261.3
1907,219187.31
1908,114060.7
1909,135479.6
1910,123910.97
1911,221700.5
1912,306247.34
1913,146182.8
1914,72189.28
1915,329437.94
1916,86627.65
1917,256788.22
1918,144075.47
1919,176726.33
1920,165033.33
1921,396759.3
1922,307780.7
1923,214155.83
1924,230086.72
1925,211681.03
1926,378966.34
1927,140437.31
1928,165115.56
1929,130090.66
1930,120634.44
1931,144647.84
1932,136627.12
1933,182092.84
1934,187174.38
1935,182601.86
1936,193241.38
1937,182745.53
1938,172594.23
1939,244016.16
1940,186592.0
1941,176576.38
1942,184628.94
1943,206376.69
1944,330132.34
1945,381807.3
1946,153892.11
1947,300181.56
1948,181140.4
1949,225990.16
1950,188422.34
1951,259787.14
1952,209799.52
1953,177651.38
1954,193691.2
1955,136664.38
1956,331810.62
1957,163794.11
1958,316208.3
1959,148516.53
1960,114403.11
1961,119689.305
1962,93062.44
1963,110231.05
1964,112749.44
1965,142933.25
1966,144677.88
1967,301024.75
1968,423039.97
1969,383364.66
1970,443283.3
1971,473821.47
1972,383126.5
1973,268828.72
1974,310763.22
1975,438283.6
1976,278516.56
1977,357201.2
1978,366938.2
1979,333428.94
1980,209270.73
1981,339847.84
1982,217116.06
1983,203398.25
1984,165347.58
1985,217300.94
1986,202633.4
1987,165794.56
1988,171572.97
1989,200633.53
1990,213913.64
1991,228316.83
1992,217464.16
1993,169388.9
1994,247931.06
1995,191862.72
1996,234558.72
1997,284270.16
1998,362278.47
1999,250748.75
2000,308049.7
2001,262971.12
2002,255303.88
2003,259832.47
2004,287155.75
2005,224319.33
2006,218057.06
2007,251426.11
2008,209511.16
2009,197539.22
2010,191893.72
2011,153225.03
2012,166034.1
2013,183866.4
2014,186230.56
2015,196515.62
2016,191538.88
2017,192738.75
2018,121052.78
2019,136426.84
2020,117609.41
2021,98063.23
2022,202564.25
2023,150823.19
2024,247676.8
2025,330795.66
2026,175357.72
2027,158065.19
2028,156516.45
2029,170298.75
2030,275304.06
2031,246673.27
2032,241184.34
2033,257654.31
2034,170018.56
2035,228745.77
2036,186544.6
2037,187566.38
2038,325836.12
2039,221758.6
2040,353972.75
2041,266098.88
2042,208514.9
2043,178820.1
2044,173278.53
2045,215203.95
2046,134867.88
2047,149104.0
2048,140129.94
2049,135548.56
2050,179170.94
2051,109449.7
2052,126327.35
2053,147291.77
2054,92595.97
2055,152328.66
2056,144822.06
2057,124519.875
2058,222837.38
2059,143215.98
2060,168213.1
2061,178051.56
2062,131082.14
2063,110655.664
2064,144783.03
2065,126033.234
2066,173597.64
2067,134175.64
2068,137888.48
2069,90151.945
2070,117750.84
2071,92061.91
2072,131795.28
2073,141205.52
2074,194307.7
2075,156606.38
2076,122985.7
2077,151722.47
2078,132078.77
2079,136827.5
2080,117624.56
2081,128228.98
2082,137444.42
2083,153945.73
2084,106600.164
2085,117528.72
2086,130837.36
2087,126837.016
2088,107621.39
2089,65737.88
2090,127168.766
2091,109591.54
2092,131123.16
2093,127717.72
2094,115492.08
2095,152514.84
2096,83025.86
2097,97547.49
2098,139988.52
2099,56748.574
2100,95824.47
2101,113576.336
2102,132615.6
2103,101984.83
2104,140243.78
2105,129022.41
2106,60033.277
2107,220466.64
2108,118340.8
2109,113670.016
2110,142588.9
2111,157873.47
2112,147951.42
2113,124878.375
2114,123063.42
2115,165499.31
2116,118901.31
2117,153400.9
2118,127202.44
2119,117033.625
2120,125744.984
2121,116328.73
2122,105952.984
2123,82883.42
2124,168549.66
2125,126284.15
2126,161000.75
2127,166447.0
2128,125015.24
2129,102419.73
2130,136710.06
2131,142569.53
2132,118474.98
2133,126140.16
2134,124686.53
2135,97082.15
2136,72827.54
2137,117102.69
2138,136826.19
2139,155452.12
2140,135907.55
2141,146048.06
2142,129794.84
2143,152010.84
2144,143798.3
2145,144312.47
2146,176342.25
2147,143696.22
2148,137532.53
2149,146695.75
2150,219999.62
2151,111899.36
2152,194780.44
2153,171331.56
2154,116182.25
2155,148797.3
2156,280131.56
2157,227329.12
2158,246123.27
2159,211896.3
2160,177819.48
2161,236074.22
2162,424108.22
2163,341565.4
2164,250888.84
2165,189893.9
2166,153371.81
2167,222783.53
2168,210645.38
2169,197497.12
2170,225700.98
2171,152891.16
2172,143655.28
2173,180846.8
2174,234259.22
2175,307645.75
2176,310040.3
2177,253049.17
2178,214528.72
2179,138114.16
2180,228588.3
2181,193463.06
2182,221454.2
2183,193208.58
2184,130437.18
2185,127208.81
2186,147124.08
2187,155773.5
2188,158557.56
2189,232581.84
2190,84957.94
2191,92788.5
2192,89859.3
2193,109872.87
2194,104106.61
2195,120420.91
2196,111258.5
2197,121598.31
2198,164329.81
2199,181848.94
2200,154356.27
2201,142679.64
2202,195596.25
2203,158947.8
2204,185632.12
2205,131769.69
2206,151195.31
2207,232123.36
2208,269706.5
2209,243517.5
2210,124619.64
2211,119881.12
2212,118466.84
2213,95488.164
2214,130991.18
2215,104285.625
2216,146682.16
2217,86688.55
2218,92570.766
2219,83821.53
2220,80864.74
2221,329146.7
2222,259784.81
2223,290512.1
2224,205921.78
2225,135858.8
2226,183806.58
2227,194381.0
2228,261303.28
2229,263435.3
2230,154143.23
2231,220480.66
2232,182351.14
2233,178583.72
2234,234698.98
2235,214913.58
2236,288242.75
2237,368219.28
2238,203363.88
2239,120832.95
2240,153249.03
2241,153705.0
2242,137809.19
2243,124080.516
2244,110861.67
2245,107878.25
2246,145202.34
2247,125396.44
2248,118529.1
2249,120042.81
2250,130043.414
2251,139714.88
2252,182006.0
2253,163572.06
2254,181523.4
2255,196821.0
2256,169691.58
2257,208846.28
2258,158261.4
2259,179632.44
2260,169316.6
2261,182977.1
2262,215653.95
2263,347463.5
2264,491756.06
2265,176119.44
2266,295671.5
2267,348583.66
2268,417343.12
2269,158769.12
2270,180713.1
2271,214375.38
2272,191223.75
2273,160722.38
2274,177529.16
2275,178347.05
2276,185751.86
2277,193840.92
2278,146229.52
2279,121481.09
2280,119096.29
2281,162482.11
2282,181746.34
2283,113127.29
2284,105213.6
2285,157897.95
2286,124820.9
2287,332993.38
2288,268701.06
2289,435735.56
2290,453348.75
2291,330220.8
2292,440319.16
2293,509641.72
2294,411483.94
2295,478472.2
2296,295525.75
2297,310038.0
2298,321002.3
2299,396038.56
2300,345997.66
2301,261424.9
2302,258828.97
2303,237442.47
2304,264801.47
2305,185644.42
2306,180541.8
2307,200211.45
2308,217068.69
2309,275327.1
2310,214506.62
2311,186471.52
2312,173711.34
2313,169720.94
2314,187380.08
2315,176170.44
2316,198391.3
2317,185482.36
2318,180230.03
2319,181532.97
2320,178603.73
2321,218948.67
2322,170919.5
2323,182944.34
2324,170174.69
2325,214824.83
2326,170621.28
2327,207968.78
2328,224344.61
2329,194942.36
2330,183226.5
2331,387907.3
2332,386215.16
2333,320319.22
2334,268641.3
2335,258427.86
2336,330577.03
2337,209068.22
2338,290376.0
2339,223628.75
2340,439443.6
2341,224634.52
2342,229017.98
2343,232275.86
2344,215799.47
2345,239654.11
2346,211401.44
2347,199791.53
2348,245506.05
2349,183359.56
2350,282065.78
2351,254124.81
2352,258400.78
2353,273413.34
2354,143884.7
2355,142625.64
2356,159349.69
2357,194122.12
2358,197097.19
2359,139432.25
2360,112207.57
2361,142804.0
2362,297435.62
2363,148394.02
2364,171135.36
2365,217930.45
2366,194566.31
2367,235578.62
2368,214955.08
2369,236868.08
2370,170775.48
2371,171308.52
2372,196912.72
2373,284071.06
2374,331727.2
2375,253848.38
2376,339357.2
2377,319544.56
2378,144779.47
2379,195404.05
2380,151359.4
2381,173334.44
2382,186195.38
2383,209299.25
2384,238541.84
2385,164626.95
2386,145604.88
2387,138398.94
2388,107950.375
2389,126213.27
2390,144000.88
2391,146108.78
2392,118113.53
2393,161490.66
2394,144316.64
2395,212249.06
2396,156322.2
2397,223957.33
2398,141458.3
2399,58174.965
2400,66142.97
2401,118470.875
2402,134285.94
2403,128289.88
2404,151499.88
2405,162101.89
2406,149566.16
2407,130084.28
2408,145504.97
2409,121712.664
2410,183169.94
2411,116411.55
2412,162578.2
2413,125943.6
2414,146509.03
2415,127226.77
2416,128457.83
2417,135502.52
2418,132131.97
2419,118078.45
2420,131511.14
2421,149584.17
2422,112511.914
2423,136907.1
2424,156586.53
2425,252251.4
2426,146466.83
2427,135752.88
2428,172452.75
2429,117501.53
2430,137811.06
2431,115147.79
2432,142458.17
2433,140131.86
2434,134510.06
2435,163022.72
2436,101209.734
2437,110643.73
2438,120319.75
2439,116287.34
2440,117789.8
2441,112185.14
2442,104629.61
2443,130458.016
2444,134062.89
2445,88062.33
2446,146611.28
2447,195376.69
2448,135075.06
2449,99142.08
2450,158358.42
2451,121548.43
2452,231999.17
2453,99075.04
2454,128689.445
2455,146175.34
2456,147941.78
2457,127235.64
2458,129365.66
2459,106550.03
2460,146126.25
2461,123821.195
2462,136429.33
2463,127017.24
2464,181064.28
2465,147445.88
2466,119343.8
2467,135481.95
2468,84073.45
2469,88430.01
2470,195738.88
2471,209223.83
2472,182316.31
2473,111540.61
2474,95573.25
2475,222666.69
2476,115583.79
2477,130588.41
2478,152328.38
2479,112527.53
2480,150908.12
2481,133299.52
2482,132616.72
2483,113595.984
2484,130681.48
2485,123960.875
2486,167942.1
2487,177304.52
2488,162984.5
2489,154169.1
2490,161637.98
2491,93090.72
2492,190075.84
2493,137901.12
2494,144935.9
2495,111129.3
2496,228239.7
2497,152061.22
2498,108823.805
2499,90379.984
2500,129004.555
2501,132622.6
2502,155408.55
2503,103455.48
2504,209359.16
2505,217904.78
2506,249115.97
2507,308478.38
2508,255812.81
2509,219881.34
2510,214268.34
2511,169473.95
2512,198679.75
2513,222015.19
2514,233724.22
2515,145706.11
2516,167512.44
2517,149140.02
2518,157247.47
2519,224351.81
2520,221017.19
2521,189957.56
2522,218233.4
2523,126316.055
2524,145614.78
2525,151579.9
2526,149491.67
2527,120837.11
2528,128126.266
2529,131417.19
2530,122796.66
2531,252349.88
2532,224241.97
2533,195277.53
2534,219965.31
2535,314253.47
2536,238199.0
2537,240302.98
2538,181719.6
2539,186817.03
2540,176803.94
2541,176555.7
2542,161296.94
2543,135018.19
2544,132543.38
2545,136765.45
2546,126057.34
2547,140959.84
2548,162539.38
2549,169772.56
2550,455596.3
2551,136582.88
2552,129022.79
2553,89806.32
2554,97576.34
2555,122479.05
2556,95237.41
2557,119999.38
2558,140454.2
2559,143894.19
2560,148854.52
2561,143582.44
2562,149728.64
2563,153151.5
2564,185529.78
2565,143113.39
2566,178325.53
2567,136906.14
2568,234333.44
2569,216223.56
2570,120423.08
2571,198672.97
2572,157682.66
2573,229941.97
2574,303773.28
2575,130637.586
2576,136316.94
2577,151095.52
2578,91056.6
2579,71434.69
2580,132710.06
2581,124529.06
2582,128884.45
2583,290326.84
2584,186931.4
2585,189353.81
2586,226692.23
2587,209431.39
2588,146794.47
2589,156161.27
2590,211165.97
2591,233366.44
2592,218869.03
2593,241783.66
2594,169912.23
2595,189882.5
2596,305276.12
2597,189503.03
2598,285065.6
2599,342230.53
2600,202591.25
2601,150300.1
2602,79336.61
2603,98836.6
2604,92050.53
2605,77876.15
2606,152786.66
2607,185728.94
2608,240916.98
2609,170280.77
2610,111079.47
2611,163791.9
2612,163434.34
2613,134049.12
2614,125412.86
2615,160256.38
2616,152297.25
2617,187798.38
2618,263804.94
2619,198073.62
2620,190457.73
2621,184196.78
2622,186959.4
2623,251691.75
2624,352149.03
2625,336885.25
2626,178746.97
2627,159621.38
2628,461232.94
2629,512040.7
2630,359124.5
2631,477108.97
2632,405613.66
2633,307856.56
2634,384087.3
2635,161485.12
2636,188717.88
2637,175292.77
2638,296608.62
2639,186528.22
2640,154855.84
2641,101607.64
2642,182587.06
2643,114556.48
2644,126007.055
2645,104995.8
2646,89879.18
2647,105829.45
2648,148481.94
2649,149669.78
2650,145462.5
2651,138456.12
2652,417484.75
2653,241620.55
2654,249635.88
2655,397206.62
2656,315574.62
2657,337289.44
2658,295235.94
2659,310614.5
2660,359672.7
2661,371140.2
2662,353488.25
2663,304256.44
2664,262796.88
2665,321543.34
2666,289618.62
2667,174547.52
2668,180528.3
2669,185095.03
2670,295078.66
2671,179362.58
2672,188678.25
2673,196724.38
2674,192666.06
2675,167195.5
2676,186196.36
2677,206156.34
2678,241055.38
2679,268156.94
2680,279006.44
2681,378148.06
2682,312783.34
2683,413532.06
2684,299377.0
2685,305252.0
2686,270715.7
2687,338714.22
2688,219534.56
2689,206544.67
2690,529585.2
2691,193214.58
2692,145503.28
2693,205717.4
2694,151039.4
2695,191166.5
2696,188311.6
2697,196386.27
2698,187930.4
2699,179861.11
2700,154868.25
2701,156078.6
2702,115637.89
2703,135801.89
2704,142661.0
2705,125440.234
2706,116239.13
2707,130730.8
2708,136065.53
2709,113019.945
2710,134320.84
2711,364044.2
2712,404285.53
2713,170605.0
2714,151077.64
2715,173094.06
2716,146456.39
2717,218943.14
2718,230354.75
2719,166139.31
2720,175973.08
2721,136613.06
2722,164937.45
2723,153255.9
2724,131428.64
2725,139045.84
2726,164331.83
2727,178276.22
2728,177503.84
2729,144204.45
2730,147565.7
2731,128414.05
2732,130990.875
2733,159657.9
2734,151271.14
2735,137132.66
2736,141112.62
2737,118800.97
2738,122892.3
2739,166984.48
2740,138796.08
2741,147932.77
2742,152841.44
2743,156861.73
2744,161877.78
2745,144759.38
2746,141807.61
2747,144524.66
2748,121430.75
2749,132577.06
2750,126815.56
2751,135639.31
2752,207320.98
2753,148928.4
2754,302805.28
2755,137901.27
2756,96762.03
2757,74964.2
2758,87919.26
2759,156247.75
2760,133680.77
2761,148129.12
2762,152022.53
2763,181716.88
2764,147603.8
2765,288875.0
2766,134157.84
2767,93294.29
2768,123412.625
2769,135751.95
2770,144088.44
2771,112760.234
2772,118513.03
2773,177382.75
2774,135118.69
2775,133772.69
2776,138738.12
2777,139655.42
2778,105162.12
2779,118160.06
2780,103001.64
2781,93484.445
2782,99889.0
2783,104882.16
2784,115539.64
2785,126959.39
2786,68088.47
2787,129174.38
2788,65183.387
2789,157307.47
2790,87610.11
2791,140833.81
2792,73047.15
2793,178844.75
2794,96792.4
2795,121980.516
2796,108699.414
2797,226212.17
2798,118254.31
2799,118402.625
2800,74738.5
2801,110037.016
2802,133383.86
2803,170849.95
2804,145962.6
2805,102597.66
2806,88904.625
2807,157091.84
2808,155149.22
2809,138179.48
2810,135396.2
2811,165361.56
2812,158272.44
2813,144999.31
2814,152178.16
2815,111682.54
2816,249873.08
2817,158745.8
2818,139537.75
2819,155174.72
2820,140157.73
2821,113616.36
2822,201480.06
2823,391796.72
2824,193317.23
2825,146654.12
2826,131832.56
2827,139957.58
2828,224043.67
2829,198541.5
2830,254737.25
2831,183760.28
2832,272822.44
2833,286519.8
2834,216670.84
2835,221466.97
2836,198106.88
2837,165955.77
2838,142943.1
2839,172873.75
2840,207057.17
2841,202215.53
2842,221955.44
2843,157875.58
2844,170286.77
2845,126392.516
2846,205697.78
2847,211539.33
2848,209309.12
2849,204020.69
2850,279122.4
2851,234856.78
2852,229297.38
2853,228384.0
2854,139193.86
2855,202844.0
2856,201962.12
2857,188131.31
2858,203159.4
2859,123269.66
2860,123747.98
2861,145493.78
2862,192283.0
2863,138859.52
2864,260974.47
2865,144266.81
2866,139581.03
2867,92830.97
2868,109025.56
2869,108497.555
2870,124176.17
2871,92654.7
2872,49928.543
2873,117870.67
2874,141806.12
2875,117528.11
2876,159087.92
2877,140413.77
2878,170206.97
2879,149766.34
2880,105328.9
2881,165142.61
2882,187875.56
2883,193598.73
2884,205634.31
2885,199538.12
2886,257152.97
2887,111106.44
2888,135719.55
2889,55441.47
2890,78588.23
2891,142688.72
2892,79860.7
2893,90847.695
2894,75417.07
2895,318863.4
2896,268766.34
2897,211600.69
2898,146265.25
2899,196460.83
2900,169040.67
2901,215014.42
2902,193313.95
2903,347594.1
2904,353736.12
2905,124061.0
2906,199442.97
2907,113978.07
2908,129295.58
2909,142968.34
2910,86407.484
2911,81543.79
2912,160708.33
2913,81164.93
2914,80944.95
2915,90474.695
2916,85104.836
2917,174749.81
2918,119188.555
2919,223445.19
